요양기관명,소재지,요양종별,X좌표,Y좌표
서울스카이정형외과의원,"서울특별시 노원구 노해로 480, 3층 (상계동, 조광빌딩)",의원,961314.0,1961722.0
서울신경외과의원,"서울특별시 성동구 독서당로 278, B1, 1, 3층 (금호동4가)",의원,957641.0,1949862.0
서울신내의원,서울특별시 중랑구 용마산로 622 (신내동),의원,964797.0,1956405.0
호산의원,"서울특별시 구로구 구로동로 215-1, 2층 (구로동)",의원,945397.0,1944466.0
서울아산김영식의원,"서울특별시 송파구 올림픽로35길 10, B동 2층 214호 (신천동, 파크리오)",의원,965827.0,1946850.0
서울아산내과의원,"서울특별시 중랑구 망우로 403, 3층 (망우동, 삼부빌딩)",의원,964413.0,1955632.0
서울아산내과의원,"서울특별시 구로구 신도림로19길 7, 성광빌딩 309,310호 (신도림동)",의원,945599.0,1945947.0
서울아산내과의원,"서울특별시 강동구 아리수로93나길 60, 골드프라자 4층 403,404,405호 (강일동)",의원,971316.0,1952595.0
서울아산샘내과의원,"서울특별시 송파구 오금로 505, 상호빌딩 4층 401호,402호 (거여동)",의원,968610.0,1943833.0
서울아산이비인후과의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 2층 227,228호 (고덕동)",의원,970368.0,1950918.0
서울아산탑내과의원,"서울특별시 송파구 마천로 25, 민성빌딩 2층 (방이동)",의원,966761.0,1945667.0
서울안내과의원,"서울특별시 마포구 월드컵로 75, 3층 (망원동)",의원,947902.0,1950861.0
서울에스(S)가정의학과의원,"서울특별시 동작구 동작대로 121, 경원빌딩 4층 (사당동)",의원,954193.0,1943263.0
서울에스마취통증의학과의원,"서울특별시 서초구 동작대로 114, 5층 (방배동, (재)원불교 유문빌딩)",의원,954265.0,1943185.0
서울에이치내과의원,"서울특별시 강북구 도봉로 323, 용신빌딩 4층 401호 (수유동)",의원,958021.0,1959849.0
서울에이치피부과의원,"서울특별시 강남구 선릉로 669, 상경빌딩 6층 (논현동)",의원,959458.0,1946470.0
서울에코내과의원,"서울특별시 강서구 공항대로 531, 3층 301,302호 (염창동, 한울밸리움)",의원,943951.0,1950388.0
서울엔도내과의원,"서울특별시 은평구 응암로4길 25-1, 3층 (응암동, 거성빌딩)",의원,948530.0,1954351.0
서울엘리트가정의원,"서울특별시 광진구 구의로 23, 2층 (구의동)",의원,963726.0,1949051.0
서울엠비(MB)내과의원,"서울특별시 광진구 능동로 18 (자양동, 이튼타워 3차 113호,114호,116호,117호)",의원,961825.0,1948253.0
서울연세가정의원,"서울특별시 관악구 호암로 599, 2층 (신림동)",의원,949901.0,1941450.0
서울연세의원,"서울특별시 동대문구 이문로 188, 2,3층 (이문동)",의원,961358.0,1956084.0
서울연세의원,"서울특별시 강남구 영동대로 210, 쌍용대치종합상가 2층 201A호 (대치동, 쌍용아파트)",의원,962090.0,1944397.0
서울연세의원,"서울특별시 서대문구 수색로 48, 3층 301호 (남가좌동)",의원,948216.0,1952497.0
서울연합의원,"서울특별시 중랑구 중랑역로 62, 3,4층 303,401호 (중화동)",의원,962758.0,1955584.0
서울연합의원,"서울특별시 관악구 양녕로 30, 2층 (봉천동)",의원,951105.0,1942962.0
서울열린의원,"서울특별시 동작구 성대로 5, 2층 (상도동)",의원,949822.0,1944706.0
서울영상의학과의원,"서울특별시 강서구 강서로 360, 502호 (내발산동)",의원,941565.0,1951132.0
서울영재의원,"서울특별시 용산구 만리재로 176, 2~3층 (서계동)",의원,952814.0,1950645.0
서울오케이내과의원,"서울특별시 구로구 개봉로 66, 3층 (개봉동)",의원,943091.0,1943783.0
서울온안과의원,"서울특별시 은평구 통일로 750, 3,4층 (불광동)",의원,949574.0,1957142.0
서울우리내과의원,"서울특별시 영등포구 신풍로 113, 5,6,7층 (신길동, 시월빌딩)",의원,948633.0,1944701.0
서울우리내과의원,"서울특별시 강북구 숭인로 63, 3층 (미아동)",의원,958399.0,1957127.0
서울우리아이정신건강의학과의원,"서울특별시 광진구 강변역로4길 10, 4층 (구의동, 강변역지너스타워)",의원,964079.0,1948525.0
서울우리의원,"서울특별시 강북구 도봉로 243, 2층 (미아동)",의원,958026.0,1959069.0
서울우리의원,"서울특별시 강서구 허준로 23, 203호 (가양동, 한강아파트)",의원,942154.0,1952629.0
서울우리정형외과의원,"서울특별시 중랑구 동일로 786, 1,5,6층 (중화동)",의원,962925.0,1955783.0
서울원마취통증의학과의원,"서울특별시 서대문구 통일로 413, 3층 302호 (홍제동)",의원,951127.0,1954233.0
서울원정형외과 소아청소년과의원,서울특별시 관악구 봉천로27길 62 (봉천동),의원,950655.0,1943104.0
서울원피부과의원,"서울특별시 서초구 고무래로 14, 베뉴타워 3층 (반포동)",의원,956707.0,1945009.0
서울원피부과의원,"서울특별시 강남구 도곡로 317, 5층 (역삼동)",의원,960278.0,1944162.0
서울유의원,"서울특별시 강동구 천호대로187길 61, 2층 (길동)",의원,968440.0,1948704.0
서울으뜸내과의원,"서울특별시 성동구 왕십리로 333, 유성빌딩 2층 (하왕십리동)",의원,958718.0,1951588.0
서울의원,"서울특별시 노원구 월계로 370, 희성프라자 201,202호 (월계동)",의원,961267.0,1959147.0
서울의원,"서울특별시 성북구 인촌로 92, 2층 (안암동5가)",의원,958462.0,1954183.0
서울의원,"서울특별시 은평구 갈현로 206, 2층 (갈현동)",의원,948262.0,1957531.0
서울의원,"서울특별시 강북구 삼양로 613, 2층 (우이동)",의원,957078.0,1962129.0
서울의원,"서울특별시 중랑구 상봉중앙로1길 32, 2층 (상봉동)",의원,963597.0,1955551.0
서울의원,"서울특별시 영등포구 영중로 47, 2층 (영등포동6가)",의원,947385.0,1946971.0
서울이비인후과의원,"서울특별시 마포구 도화길 32, 407호 (도화동, 삼성아파트상가동)",의원,951375.0,1949200.0
서울이비인후과의원,서울특별시 중랑구 용마산로 438 (면목동),의원,964471.0,1954619.0
서울이비인후과의원,"서울특별시 중구 퇴계로 213, 302호 (충무로4가, 일흥빌딩)",의원,955443.0,1951513.0
서울이비인후과의원,"서울특별시 송파구 거마로 62, 효명빌딩 4층 (마천동)",의원,968799.0,1944409.0
서울이비인후과의원,"서울특별시 동대문구 사가정로 122, 207, 208호 (전농동)",의원,961014.0,1953164.0
서울이비인후과의원,"서울특별시 도봉구 덕릉로 239, 2층 (창동)",의원,959260.0,1960070.0
서울이비인후과의원,서울특별시 은평구 진관2로 29-21 (진관동),의원,948774.0,1959744.0
서울이지소아청소년과의원,"서울특별시 도봉구 도봉로 461, 3층 (쌍문동, 우림빌딩)",의원,958836.0,1960943.0
서울자이소아청소년과의원,"서울특별시 서초구 사평대로45길 10-25, 402호 (반포동, 베리스타운)",의원,957041.0,1945373.0
서울장안정형외과의원,"서울특별시 동대문구 장한로 3, 2층, 3층 (장안동)",의원,961544.0,1951509.0
서울장편한내과의원,"서울특별시 서초구 고무래로 26, 쌍동빌딩 3층 (반포동)",의원,956800.0,1944899.0
서울정가정의학과의원,"서울특별시 노원구 덕릉로73길 18, 4층 (중계동)",의원,962284.0,1961493.0
서울정신건강의학과의원,"서울특별시 강남구 선릉로 517, 비젼빌딩 602호 (역삼동)",의원,960063.0,1945256.0
서울정의원,"서울특별시 강동구 고덕로 399, 1동 216호 (고덕동, 고덕센트럴푸르지오)",의원,970869.0,1950976.0
서울정정형외과의원,서울특별시 중랑구 망우로 418 (망우동),의원,964571.0,1955600.0
서울정형외과의원,"서울특별시 강동구 구천면로 304, 3층 (천호동)",의원,967754.0,1949766.0
서울정형외과의원,"서울특별시 도봉구 마들로 684, 2,3층 (도봉동, 안세빌딩)",의원,960022.0,1963599.0
서울정형외과의원,"서울특별시 광진구 긴고랑로 49, 지하1층, 지상1층 (중곡동)",의원,963072.0,1951564.0
서울정형외과의원,서울특별시 금천구 시흥대로 440 (독산동),의원,946848.0,1941688.0
서울제이소아청소년과의원,"서울특별시 강남구 언주로 309, 기성빌딩 6층 (역삼동)",의원,959844.0,1944078.0
서울제일연합의원-삼대부부한의원,"서울특별시 광진구 군자로 79 (군자동, 1층)",의원,962075.0,1950180.0
서울조이내과의원,"서울특별시 강북구 도봉로 174, 2층 (미아동)",의원,958282.0,1958435.0
서울준내과의원,"서울특별시 강동구 양재대로 1477, 4층 (길동)",의원,968168.0,1948778.0
서울중앙의원,"서울특별시 성동구 왕십리로5길 3, 성수1가제2동 공공복합청사 2층 (성수동1가)",의원,959743.0,1949766.0
서울중앙의원,"서울특별시 강북구 삼양로19길 59, 2층 (미아동)",의원,957578.0,1957468.0
서울진내과의원,"서울특별시 강서구 강서로 242, 강서힐스테이트 단지내상가 302,303호 (화곡동)",의원,941412.0,1949989.0
서울큐재활의학과의원,"서울특별시 송파구 송파대로 391, 2층,3층 (석촌동)",의원,965477.0,1944847.0
서울크리스탈의원,"서울특별시 서초구 서초중앙로 147, 서초법조타운 302호 (서초동)",의원,956957.0,1944069.0
서울키즈소아청소년과의원,"서울특별시 동작구 사당로 300, 226호 (사당동, 이수자이)",의원,954044.0,1942925.0
서울탑의원,"서울특별시 강북구 도봉로 253, 4층 (수유동)",의원,957998.0,1959169.0
서울탑의원,"서울특별시 은평구 서오릉로 157, 201호 (구산동)",의원,948423.0,1957112.0
서울통내과의원,"서울특별시 강남구 압구정로 338, 2층 202호 (신사동)",의원,959256.0,1947724.0
서울통정형외과의원,"서울특별시 송파구 올림픽로 116, 메디씨티 빌딩 2,3층 (잠실동)",의원,963190.0,1945870.0
서울티에프이비인후과의원,"서울특별시 서초구 강남대로 507, 301호 (반포동)",의원,957814.0,1945429.0
서울푸른숲내과의원,"서울특별시 구로구 항동로3길 6, 가온 프라자 5,6,7층 (항동)",의원,940255.0,1942612.0
서울프리마의원,"서울특별시 강서구 강서로56길 110, SJC빌딩 5층 (등촌동)",의원,942138.0,1951259.0
서울플러스내과의원,"서울특별시 강동구 진황도로 190, 4층 (둔촌동)",의원,968456.0,1947834.0
서울플러스이비인후과의원,"서울특별시 서대문구 통일로 464, 4층 (홍제동)",의원,950846.0,1954653.0
서울하나내과의원,서울특별시 성북구 돌곶이로 37 (석관동),의원,961186.0,1956539.0
서울하나의원,"서울특별시 강북구 솔샘로 184, 107,108호 (미아동, SK북한산시티아파트주상가)",의원,957008.0,1957946.0
서울하내과의원,"서울특별시 강서구 강서로 254, 303호 (화곡동, 우장산e-편한세상상가)",의원,941410.0,1950107.0
서울하트내과의원,"서울특별시 서대문구 통일로 448, 8층 (홍제동)",의원,950953.0,1954530.0
서울현대정형외과의원,"서울특별시 광진구 아차산로30길 39, 2층 (자양동)",의원,961789.0,1948940.0
서울효창의원,"서울특별시 용산구 백범로 259 (효창동, 1층, 2층)",의원,952152.0,1949180.0
서울희내과의원,"서울특별시 강북구 도봉로 63, 5층 (미아동)",의원,958492.0,1957364.0
서의원,"서울특별시 서초구 효령로 237, 109호 (서초동, 한신리빙타워)",의원,956671.0,1942877.0
서이드림내과의원,"서울특별시 서초구 사임당로 157, 4층 408.409호 (서초동)",의원,958173.0,1943797.0
서정민이비인후과의원,"서울특별시 강남구 밤고개로1길 10, 수서현대벤쳐빌 205,206호 (수서동)",의원,964799.0,1943272.0
서종내과의원,"서울특별시 송파구 백제고분로 168 (잠실동, 2층)",의원,963348.0,1945145.0
서중산내경내과의원,"서울특별시 광진구 자양로13길 73, 2층 (자양동)",의원,962987.0,1948321.0
서초리한산부인과의원,"서울특별시 서초구 서초대로 309, 장안빌딩 6층 나호 (서초동)",의원,957149.0,1944019.0
서초서울이비인후과의원,"서울특별시 서초구 방배로 199, 3층 (방배동)",의원,955018.0,1943662.0
서초성모이비인후과의원,"서울특별시 서초구 반포대로27길 13, 203,204,205호 (서초동, 서초꽃마을 주얼리)",의원,956479.0,1943495.0
서초성모정형외과의원,"서울특별시 서초구 효령로 221, 1층 일부, 지하1층 (서초동)",의원,956531.0,1942841.0
서초아가페의원,"서울특별시 서초구 고무래로 90-7, 406호 (서초동, 서초쇼핑)",의원,957348.0,1944627.0
서초아이소아청소년과의원,"서울특별시 서초구 사임당로 158, 리더스원 상가 3층 306호 (서초동)",의원,958249.0,1943638.0
서초코나이비인후과의원,"서울특별시 서초구 사임당로 157, 4층 401호 (서초동)",의원,958173.0,1943797.0
서현내과의원,"서울특별시 도봉구 덕릉로 222, 2층 (창동)",의원,959205.0,1959915.0
서현산부인과의원,"서울특별시 강북구 도봉로 245 (미아동, 수메디칼빌딩)",의원,958023.0,1959089.0
서현의료소비자생활협동조합중랑제일의원,"서울특별시 중랑구 동일로 680, 3층 (면목동)",의원,962958.0,1954715.0
서호종의원,"서울특별시 성북구 화랑로 201, 지상1,2층 (장위동)",의원,960479.0,1956667.0
석정우소아과의원,서울특별시 강동구 명일로 243 (길동),의원,968790.0,1949073.0
선내과의원,"서울특별시 마포구 월드컵로 82, 2층 (서교동, 소단빌딩)",의원,947911.0,1950929.0
선릉다나아이비인후과의원,"서울특별시 강남구 테헤란로 310, 두꺼비빌딩 3층 (역삼동)",의원,959763.0,1944941.0
선의원,"서울특별시 영등포구 영신로 9, 2층 (영등포동)",의원,947787.0,1946063.0
선이비인후과의원,"서울특별시 노원구 동일로 1380, 상계동 국민은행 2층 (상계동)",의원,961334.0,1961451.0
선이비인후과의원,"서울특별시 중랑구 망우로 353, c동 314호 (상봉동, 상봉 프레미어스 엠코)",의원,963881.0,1955494.0
